OID_,id,spp_com,spp_bot,numberof_st,dbh_range,dbh,date_plant,city,neighborhood,park,x_longitude,y_latitude,shape_wkt,POINT_X,POINT_Y
2997,47657,"Cherry, Kwanzan",Prunus serrulata 'Kwanzan',1,0-3in,2,Fall 2024,Boston,East Boston,East Boston Memorial Park,-71.033371,42.372139,POINT (-71.033374702999936 42.372140559000059),-71.0333747,42.37214056
2998,48138,"Oak, Pin",Quercus palustris,2,>30in,32,,Boston,Jamaica Plain,Olmsted Park,-71.1139374,42.3280869,POINT (-71.113938679999933 42.328087710000034),-71.11393868,42.32808771
2999,47658,Rutdan Dogwood,Cornus x rutgersensis,1,0-3in,2,Fall 2024,Boston,East Boston,East Boston Memorial Park,-71.0318222,42.3716049,POINT (-71.031824117999975 42.371606416000077),-71.03182412,42.37160642
3000,48139,"Cherry, Black",Prunus serotina,1,3-6in,5,,Boston,Jamaica Plain,Olmsted Park,-71.1138611,42.3281212,POINT (-71.113859289999937 42.32812288000008),-71.11385929,42.32812288
3001,47659,Rutdan Dogwood,Cornus x rutgersensis,1,0-3in,2,Fall 2024,Boston,East Boston,East Boston Memorial Park,-71.031929,42.3716774,POINT (-71.031927382999982 42.371677753000029),-71.03192738,42.37167775
3002,48140,"Locust, Black",Robinia pseudoacacia,1,6-12in,7,,Boston,Jamaica Plain,Olmsted Park,-71.1139297,42.3280678,POINT (-71.113930309999944 42.328066210000031),-71.11393031,42.32806621
3003,47660,"Redbud, Eastern",Cercis canadensis,1,0-3in,2,Fall 2024,Boston,East Boston,East Boston Memorial Park,-71.0318832,42.3716393,POINT (-71.031881784999939 42.371639112000025),-71.03188178,42.37163911
3004,48141,"Oak, Northern Red",Quercus rubra,1,18-24in,19,,Boston,Jamaica Plain,Olmsted Park,-71.1138382,42.3281403,POINT (-71.113835699999981 42.328141200000061),-71.1138357,42.3281412
3005,47661,"Redbud, Eastern",Cercis canadensis,1,0-3in,2,Fall 2024,Boston,East Boston,East Boston Memorial Park,-71.0318298,42.3715477,POINT (-71.031828140999949 42.371545977000039),-71.03182814,42.37154598
3006,48142,"Birch, Gray",Betula populifolia,2,12-18in,12,,Boston,Jamaica Plain,Olmsted Park,-71.1138687,42.3281746,POINT (-71.113869679999937 42.328176350000035),-71.11386968,42.32817635
3007,47662,"Redbud, Eastern",Cercis canadensis,1,0-3in,2,Fall 2024,Boston,East Boston,East Boston Memorial Park,-71.0317841,42.3715134,POINT (-71.031783883999935 42.37151427200007),-71.03178388,42.37151427
3008,48143,"Hickory, Bitternut",Carya cordiformis,1,6-12in,7,,Boston,Jamaica Plain,Olmsted Park,-71.1137619,42.3281555,POINT (-71.113763209999945 42.328154270000027),-71.11376321,42.32815427
3009,48144,"Oak, Northern Red",Quercus rubra,4,>30in,41,,Boston,Jamaica Plain,Olmsted Park,-71.1138229,42.3282394,POINT (-71.113825949999978 42.32824069000003),-71.11382595,42.32824069
3010,47663,"Tupelo, Black",Nyssa sylvatica,1,0-3in,2,Fall 2024,Boston,East Boston,East Boston Memorial Park,-71.0326691,42.3722458,POINT (-71.032667814999968 42.372244955000042),-71.03266781,42.37224496
3011,48145,"Oak, Pin",Quercus palustris,1,18-24in,21,,Boston,Jamaica Plain,Olmsted Park,-71.1137848,42.3282318,POINT (-71.113784859999953 42.328232270000058),-71.11378486,42.32823227
3012,47664,"Hackberry, Northern",Celtis occidentalis,1,0-3in,2,Fall 2024,Boston,East Boston,East Boston Memorial Park,-71.0331573,42.3724022,POINT (-71.03315865899998 42.37240348000006),-71.03315866,42.37240348
3013,48146,"Ash, Green",Fraxinus pennsylvanica,5,12-18in,16,,Boston,Jamaica Plain,Olmsted Park,-71.1137161,42.3283119,POINT (-71.113712519999979 42.328312250000067),-71.11371252,42.32831225
3014,47665,"Hackberry, Northern",Celtis occidentalis,1,0-3in,2,Fall 2024,Boston,East Boston,East Boston Memorial Park,-71.0332336,42.3724136,POINT (-71.033233760999963 42.372415369000066),-71.03323376,42.37241537
3015,48147,"Oak, Northern Red",Quercus rubra,1,18-24in,18,,Boston,Jamaica Plain,Olmsted Park,-71.1136398,42.3281746,POINT (-71.11364059999994 42.328173040000081),-71.1136406,42.32817304
3016,47666,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0,--,Boston,Central Boston,Paul Revere Mall,-71.053154,42.3654594,POINT (-71.05315109299994 42.365458186000069),-71.05315109,42.36545819
3017,48148,"Oak, Northern Red",Quercus rubra,2,>30in,30,,Boston,Jamaica Plain,Olmsted Park,-71.1135406,42.328228,POINT (-71.113543589999949 42.328229410000063),-71.11354359,42.32822941
3018,47667,"Linden, Littleleaf",Tilia cordata,1,18-24in,20,--,Boston,Central Boston,Paul Revere Mall,-71.0531998,42.3654938,POINT (-71.053200782999966 42.365494081000065),-71.05320078,42.36549408
3019,48149,"Birch, River",Betula nigra,1,18-24in,18,,Boston,Jamaica Plain,Olmsted Park,-71.1134644,42.3283386,POINT (-71.113466749999986 42.328340210000079),-71.11346675,42.32834021
3020,47668,"Linden, Littleleaf",Tilia cordata,1,18-24in,21,--,Boston,Central Boston,Paul Revere Mall,-71.0532684,42.3655434,POINT (-71.053270519999955 42.365541644000075),-71.05327052,42.36554164
3021,48150,"Hickory, Bitternut",Carya cordiformis,1,12-18in,17,,Boston,Jamaica Plain,Olmsted Park,-71.1133728,42.3283157,POINT (-71.113372809999987 42.328314760000069),-71.11337281,42.32831476
3022,47669,"Linden, Littleleaf",Tilia cordata,1,12-18in,15,--,Boston,Central Boston,Paul Revere Mall,-71.0533218,42.3655663,POINT (-71.053318128999933 42.365567903000056),-71.05331813,42.3655679
3023,48151,"Cottonwood, Eastern",Populus deltoides,1,24-30in,25,,Boston,Jamaica Plain,Olmsted Park,-71.1130676,42.32864,POINT (-71.113069559999985 42.328640200000052),-71.11306956,42.3286402
3024,47670,"Linden, Littleleaf",Tilia cordata,1,24-30in,25,--,Boston,Central Boston,Paul Revere Mall,-71.0533752,42.3656044,POINT (-71.053378478999946 42.365603079000039),-71.05337848,42.36560308
3025,48152,"Maple, Norway",Acer platanoides,1,12-18in,14,,Boston,Jamaica Plain,Olmsted Park,-71.1130066,42.3287239,POINT (-71.113010129999964 42.328723420000074),-71.11301013,42.32872342
3026,47671,"Linden, Littleleaf",Tilia cordata,1,12-18in,15,--,Boston,Central Boston,Paul Revere Mall,-71.0534286,42.3656311,POINT (-71.053431452999973 42.36563082400005),-71.05343145,42.36563082
3027,48153,"Oak, Northern Red",Quercus rubra,1,24-30in,29,,Boston,Jamaica Plain,Olmsted Park,-71.1163635,42.3230629,POINT (-71.116361529999949 42.323061840000037),-71.11636153,42.32306184
3028,47672,"Linden, Littleleaf",Tilia cordata,1,18-24in,20,--,Boston,Central Boston,Paul Revere Mall,-71.0534821,42.3656654,POINT (-71.053484425999955 42.365666991000069),-71.05348443,42.36566699
3029,48154,"Oak, Northern Red",Quercus rubra,1,24-30in,24,,Boston,Jamaica Plain,Olmsted Park,-71.1168823,42.3226967,POINT (-71.116882849999968 42.322697170000026),-71.11688285,42.32269717
3030,47673,"Linden, Littleleaf",Tilia cordata,1,18-24in,19,--,Boston,Central Boston,Paul Revere Mall,-71.0535355,42.365696,POINT (-71.053532035999979 42.365697709000074),-71.05353204,42.36569771
3031,48155,"Oak, Northern Red",Quercus rubra,1,>30in,30,,Boston,Jamaica Plain,Olmsted Park,-71.1169434,42.3226013,POINT (-71.116942089999952 42.322600660000035),-71.11694209,42.32260066
3032,47674,"Linden, Littleleaf",Tilia cordata,1,18-24in,21,--,Boston,Central Boston,Paul Revere Mall,-71.0535812,42.3657341,POINT (-71.053582326999958 42.365732390000062),-71.05358233,42.36573239
3033,48156,"Oak, Northern Red",Quercus rubra,1,>30in,36,,Boston,Jamaica Plain,Olmsted Park,-71.1169891,42.3217506,POINT (-71.116988439999943 42.321751670000026),-71.11698844,42.32175167
3034,47675,"Linden, Littleleaf",Tilia cordata,1,18-24in,21,--,Boston,Central Boston,Paul Revere Mall,-71.0536423,42.3657684,POINT (-71.053644194999947 42.365767155000071),-71.05364419,42.36576716
3035,48157,"Oak, Northern Red",Quercus rubra,1,>30in,36,,Boston,Jamaica Plain,Olmsted Park,-71.1170959,42.322361,POINT (-71.117098169999963 42.322362700000042),-71.11709817,42.3223627
3036,48158,"Oak, Northern Red",Quercus rubra,1,12-18in,15,,Boston,Jamaica Plain,Olmsted Park,-71.1169968,42.3225403,POINT (-71.116993049999962 42.32254013000005),-71.11699305,42.32254013
3037,47676,"Linden, Littleleaf",Tilia cordata,1,18-24in,18,--,Boston,Central Boston,Paul Revere Mall,-71.0536957,42.3657875,POINT (-71.053696497999965 42.365787468000065),-71.0536965,42.36578747
3038,48159,"Beech, European",Fagus sylvatica,1,>30in,31,,Boston,Jamaica Plain,Olmsted Park,-71.116539,42.3230095,POINT (-71.116537809999954 42.323009340000056),-71.11653781,42.32300934
3039,47677,"Linden, Littleleaf",Tilia cordata,1,18-24in,22,--,Boston,Central Boston,Paul Revere Mall,-71.0537262,42.365757,POINT (-71.053727342999935 42.365758733000064),-71.05372734,42.36575873
3040,48160,"Oak, Northern Red",Quercus rubra,1,18-24in,21,,Boston,Jamaica Plain,Olmsted Park,-71.1170425,42.3224869,POINT (-71.117045079999968 42.322486880000042),-71.11704508,42.32248688
3041,47678,"Linden, Littleleaf",Tilia cordata,1,18-24in,21,--,Boston,Central Boston,Paul Revere Mall,-71.0537491,42.3657379,POINT (-71.053752823999957 42.365737429000035),-71.05375282,42.36573743
3042,48161,"Oak, Northern Red",Quercus rubra,1,18-24in,22,,Boston,Jamaica Plain,Olmsted Park,-71.116478,42.3230095,POINT (-71.116479889999937 42.32300895000003),-71.11647989,42.32300895
3043,47679,"Linden, Littleleaf",Tilia cordata,1,18-24in,21,--,Boston,Central Boston,Paul Revere Mall,-71.0537949,42.3657532,POINT (-71.053797080999971 42.365753778000055),-71.05379708,42.36575378
3044,48162,"Oak, Northern Red",Quercus rubra,1,18-24in,21,,Boston,Jamaica Plain,Olmsted Park,-71.1170654,42.3224564,POINT (-71.117065139999966 42.322455710000042),-71.11706514,42.32245571
3045,47680,"Linden, Littleleaf",Tilia cordata,1,18-24in,20,--,Boston,Central Boston,Paul Revere Mall,-71.0538559,42.3657875,POINT (-71.053853406999963 42.365786477000029),-71.05385341,42.36578648
3046,48163,"Oak, Northern Red",Quercus rubra,1,24-30in,26,,Boston,Jamaica Plain,Olmsted Park,-71.1137314,42.3268547,POINT (-71.113729959999944 42.326854610000055),-71.11372996,42.32685461
3047,47681,"Linden, Littleleaf",Tilia cordata,1,18-24in,22,--,Boston,Central Boston,Paul Revere Mall,-71.0539398,42.3658333,POINT (-71.053939146999937 42.365833477000081),-71.05393915,42.36583348
3048,48164,"Cherry, Black",Prunus serotina,1,6-12in,11,,Boston,Jamaica Plain,Olmsted Park,-71.1137161,42.3268013,POINT (-71.113713129999951 42.326802300000054),-71.11371313,42.3268023
3049,47682,"Linden, Littleleaf",Tilia cordata,1,6-12in,8,--,Boston,Central Boston,Paul Revere Mall,-71.0540085,42.3658752,POINT (-71.054004860999953 42.365877076000061),-71.05400486,42.36587708
3050,48165,"Oak, Black",Quercus velutina,1,18-24in,20,,Boston,Jamaica Plain,Olmsted Park,-71.1137238,42.3267441,POINT (-71.113724209999987 42.32674460000004),-71.11372421,42.3267446
3051,47683,"Linden, Littleleaf",Tilia cordata,1,12-18in,14,--,Boston,Central Boston,Paul Revere Mall,-71.0540543,42.3659096,POINT (-71.054052469999988 42.36591076600007),-71.05405247,42.36591077
3052,48166,"Oak, Northern Red",Quercus rubra,1,18-24in,19,,Boston,Jamaica Plain,Olmsted Park,-71.1137543,42.3266602,POINT (-71.113752739999939 42.326659730000074),-71.11375274,42.32665973
3053,47684,"Linden, Littleleaf",Tilia cordata,1,18-24in,21,--,Boston,Central Boston,Paul Revere Mall,-71.0540161,42.3659515,POINT (-71.054019920999963 42.365950438000027),-71.05401992,42.36595044
3054,48167,"Oak, Northern Red",Quercus rubra,2,>30in,37,,Boston,Jamaica Plain,Olmsted Park,-71.1137314,42.3267021,POINT (-71.113733509999975 42.326703850000058),-71.11373351,42.32670385
3055,47685,"Linden, Littleleaf",Tilia cordata,1,18-24in,19,--,Boston,Central Boston,Paul Revere Mall,-71.053978,42.3659744,POINT (-71.053979016999961 42.365975706000029),-71.05397902,42.36597571
3056,48168,"Oak, Northern Red",Quercus rubra,1,18-24in,20,,Boston,Jamaica Plain,Olmsted Park,-71.1137619,42.3266182,POINT (-71.113764409999987 42.326616450000074),-71.11376441,42.32661645
3057,47686,"Linden, Littleleaf",Tilia cordata,1,>30in,40,--,Boston,Central Boston,Paul Revere Mall,-71.0540695,42.3660278,POINT (-71.054071553999961 42.366029709000031),-71.05407155,42.36602971
3058,48169,"Oak, Northern Red",Quercus rubra,2,>30in,50,,Boston,Jamaica Plain,Olmsted Park,-71.1137619,42.3265724,POINT (-71.113759509999966 42.326572610000028),-71.11375951,42.32657261
3059,47687,"Linden, Littleleaf",Tilia cordata,1,6-12in,7,--,Boston,Central Boston,Paul Revere Mall,-71.0541077,42.3660507,POINT (-71.054111115999945 42.36605101300006),-71.05411112,42.36605101
3060,47688,"Linden, Littleleaf",Tilia cordata,1,12-18in,18,--,Boston,Central Boston,Paul Revere Mall,-71.0540543,42.3661118,POINT (-71.054055459999972 42.366112943000076),-71.05405546,42.36611294
3061,47689,"Linden, Littleleaf",Tilia cordata,1,18-24in,19,--,Boston,Central Boston,Paul Revere Mall,-71.0540161,42.3660889,POINT (-71.054013215999987 42.366087180000079),-71.05401322,42.36608718
3062,47690,"Linden, Littleleaf",Tilia cordata,1,18-24in,19,--,Boston,Central Boston,Paul Revere Mall,-71.0539627,42.3660583,POINT (-71.053962257999956 42.366057645000069),-71.05396226,42.36605765
3063,47691,"Linden, Littleleaf",Tilia cordata,1,6-12in,11,--,Boston,Central Boston,Paul Revere Mall,-71.0539169,42.3660355,POINT (-71.053913307999949 42.366034359000025),-71.05391331,42.36603436
3064,48170,"Oak, Northern Red",Quercus rubra,1,6-12in,11,,Boston,Jamaica Plain,Olmsted Park,-71.1137619,42.3265495,POINT (-71.113760439999965 42.32655045000007),-71.11376044,42.32655045
3065,47692,"Linden, Littleleaf",Tilia cordata,1,12-18in,13,--,Boston,Central Boston,Paul Revere Mall,-71.0538712,42.3660583,POINT (-71.053870391999965 42.366058636000048),-71.05387039,42.36605864
3066,47693,"Linden, Littleleaf",Tilia cordata,1,12-18in,16,--,Boston,Central Boston,Paul Revere Mall,-71.053833,42.3660927,POINT (-71.053830158999972 42.366092326000057),-71.05383016,42.36609233
3067,48171,"Oak, Northern Red",Quercus rubra,1,>30in,31,,Boston,Jamaica Plain,Olmsted Park,-71.1137772,42.3265305,POINT (-71.113779229999977 42.326531690000024),-71.11377923,42.32653169
3068,48172,"Cherry, Black",Prunus serotina,1,6-12in,8,,Boston,Jamaica Plain,Olmsted Park,-71.1137848,42.3265076,POINT (-71.113788329999977 42.326506280000046),-71.11378833,42.32650628
3069,47694,"Linden, Littleleaf",Tilia cordata,1,24-30in,25,--,Boston,Central Boston,Paul Revere Mall,-71.053772,42.366066,POINT (-71.05377383299998 42.366066067000077),-71.05377383,42.36606607
3070,48173,"Oak, White",Quercus alba,1,>30in,37,,Boston,Jamaica Plain,Olmsted Park,-71.113678,42.3263741,POINT (-71.113681639999982 42.326373790000048),-71.11368164,42.32637379
3071,48174,"Oak, Northern Red",Quercus rubra,1,24-30in,27,,Boston,Jamaica Plain,Olmsted Park,-71.1137009,42.3263283,POINT (-71.113701709999987 42.326326600000073),-71.11370171,42.3263266
3072,47695,"Linden, Littleleaf",Tilia cordata,1,18-24in,20,--,Boston,Central Boston,Paul Revere Mall,-71.0537262,42.3660431,POINT (-71.053729575999967 42.366042286000038),-71.05372958,42.36604229
3073,48175,"Cherry, Black",Prunus serotina,3,12-18in,15,,Boston,Jamaica Plain,Olmsted Park,-71.1137619,42.3263054,POINT (-71.113762349999945 42.326305950000062),-71.11376235,42.32630595
3074,47696,"Linden, Littleleaf",Tilia cordata,1,18-24in,23,--,Boston,Central Boston,Paul Revere Mall,-71.0536957,42.3660812,POINT (-71.053692116999969 42.366080299000032),-71.05369212,42.3660803
3075,48176,"Oak, Northern Red",Quercus rubra,1,12-18in,14,,Boston,Jamaica Plain,Olmsted Park,-71.1137619,42.326252,POINT (-71.113764009999954 42.32625027000006),-71.11376401,42.32625027
3076,47697,"Linden, Littleleaf",Tilia cordata,1,18-24in,17,--,Boston,Central Boston,Paul Revere Mall,-71.053627,42.3660355,POINT (-71.053626402999953 42.366036205000057),-71.0536264,42.36603621
3077,48177,"Oak, Northern Red",Quercus rubra,1,18-24in,19,,Boston,Jamaica Plain,Olmsted Park,-71.1138,42.3262253,POINT (-71.113798879999933 42.326224410000066),-71.11379888,42.32622441
3078,47698,"Linden, Littleleaf",Tilia cordata,1,24-30in,28,--,Boston,Central Boston,Paul Revere Mall,-71.0536575,42.3660049,POINT (-71.053655236999987 42.366003506000027),-71.05365524,42.36600351
3079,48178,"Cherry, Sweet",Prunus avium,1,6-12in,9,,Boston,Jamaica Plain,Olmsted Park,-71.1139832,42.327095,POINT (-71.113980009999977 42.327095020000058),-71.11398001,42.32709502
3080,47699,"Linden, Littleleaf",Tilia cordata,1,12-18in,14,--,Boston,Central Boston,Paul Revere Mall,-71.0535965,42.3659668,POINT (-71.053596898999956 42.365966843000081),-71.0535969,42.36596684
3081,48179,"Oak, Northern Red",Quercus rubra,1,>30in,44,,Boston,Jamaica Plain,Olmsted Park,-71.1177063,42.3212166,POINT (-71.117702679999979 42.321214850000047),-71.11770268,42.32121485
3082,47700,"Linden, Littleleaf",Tilia cordata,1,24-30in,24,--,Boston,Central Boston,Paul Revere Mall,-71.0535583,42.3659439,POINT (-71.053555994999954 42.365943558000026),-71.05355599,42.36594356
3083,47701,"Linden, Littleleaf",Tilia cordata,1,12-18in,15,--,Boston,Central Boston,Paul Revere Mall,-71.0535889,42.3659096,POINT (-71.05358683999998 42.365908381000054),-71.05358684,42.36590838
3084,48180,"Linden, Littleleaf",Tilia cordata,2,>30in,37,,Boston,Jamaica Plain,Olmsted Park,-71.1190567,42.3214912,POINT (-71.119053339999937 42.32149239000006),-71.11905334,42.32149239
3085,47702,"Linden, Littleleaf",Tilia cordata,1,12-18in,15,--,Boston,Central Boston,Paul Revere Mall,-71.0536118,42.3658714,POINT (-71.053611650999983 42.365872214000035),-71.05361165,42.36587221
3086,48181,"Linden, Littleleaf",Tilia cordata,1,12-18in,12,,Boston,Jamaica Plain,Olmsted Park,-71.1190033,42.3215103,POINT (-71.118999759999951 42.321510590000059),-71.11899976,42.32151059
3087,47703,"Linden, Littleleaf",Tilia cordata,1,18-24in,23,--,Boston,Central Boston,Paul Revere Mall,-71.0535583,42.3658371,POINT (-71.053562029999966 42.365838028000042),-71.05356203,42.36583803
3088,48182,"Maple, Sugar",Acer saccharum,1,6-12in,7,,Boston,Jamaica Plain,Olmsted Park,-71.1188812,42.321476,POINT (-71.118882789999986 42.321474810000041),-71.11888279,42.32147481
3089,48183,"Maple, Sugar",Acer saccharum,1,6-12in,7,,Boston,Jamaica Plain,Olmsted Park,-71.1193848,42.3217468,POINT (-71.119381929999975 42.32174617000004),-71.11938193,42.32174617
3090,47704,"Linden, Littleleaf",Tilia cordata,1,12-18in,15,--,Boston,Central Boston,Paul Revere Mall,-71.0535049,42.3658066,POINT (-71.053505703999974 42.365807311000026),-71.0535057,42.36580731
3091,48184,"Maple, Norway",Acer platanoides,1,6-12in,7,,Boston,Jamaica Plain,Olmsted Park,-71.1193695,42.3218498,POINT (-71.119365799999969 42.321849970000073),-71.1193658,42.32184997
3092,47705,"Linden, Littleleaf",Tilia cordata,1,12-18in,17,--,Boston,Central Boston,Paul Revere Mall,-71.0534592,42.3657761,POINT (-71.053460776999941 42.365776594000067),-71.05346078,42.36577659
3093,48185,"Maple, Sugar",Acer saccharum,1,6-12in,10,,Boston,Jamaica Plain,Olmsted Park,-71.1193924,42.3218727,POINT (-71.119389749999982 42.321871130000034),-71.11938975,42.32187113
3094,47706,"Linden, Littleleaf",Tilia cordata,1,18-24in,19,--,Boston,Central Boston,Paul Revere Mall,-71.0533981,42.3657379,POINT (-71.053401268999949 42.365739136000059),-71.05340127,42.36573914
3095,48186,"Maple, Sugar",Acer saccharum,1,6-12in,6,,Boston,Jamaica Plain,Olmsted Park,-71.1193848,42.3219337,POINT (-71.119384769999954 42.321934060000046),-71.11938477,42.32193406
3096,47707,"Linden, Littleleaf",Tilia cordata,1,12-18in,14,--,Boston,Central Boston,Paul Revere Mall,-71.0533447,42.3657036,POINT (-71.053346953999949 42.365703960000076),-71.05334695,42.36570396
3097,48187,"Oak, Northern Red",Quercus rubra,1,>30in,33,,Boston,Jamaica Plain,Olmsted Park,-71.1193695,42.3220444,POINT (-71.119372809999959 42.322045540000033),-71.11937281,42.32204554
3098,47708,"Linden, Littleleaf",Tilia cordata,1,18-24in,22,--,Boston,Central Boston,Paul Revere Mall,-71.0532913,42.3656769,POINT (-71.053292639999938 42.365676215000065),-71.05329264,42.36567622
3099,48188,"Maple, Sugar",Acer saccharum,1,6-12in,8,,Boston,Jamaica Plain,Olmsted Park,-71.1193695,42.3221092,POINT (-71.119373049999979 42.322107860000074),-71.11937305,42.32210786
