OID_,id,spp_com,spp_bot,numberof_st,dbh_range,dbh,date_plant,city,neighborhood,park,x_longitude,y_latitude,shape_wkt,POINT_X,POINT_Y
2865,48075,"Oak, Northern Red",Quercus rubra,1,6-12in,6,,Boston,Jamaica Plain,Olmsted Park,-71.1125565,42.3274994,POINT (-71.112554019999948 42.327498090000063),-71.11255402,42.32749809
2866,47587,"Mulberry, White",Morus alba,1,3-6in,4,,Boston,Mattapan,Walsh Playground,-71.0713882,42.2769547,POINT (-71.071391679999977 42.276954591000049),-71.07139168,42.27695459
2867,48076,"Oak, Northern Red",Quercus rubra,1,12-18in,12,,Boston,Jamaica Plain,Olmsted Park,-71.1124191,42.3276901,POINT (-71.112417769999979 42.327691730000026),-71.11241777,42.32769173
2868,47588,"Cherry, Black",Prunus serotina,1,18-24in,22,,Boston,Mattapan,Walsh Playground,-71.0719376,42.2770653,POINT (-71.071934629999987 42.277064703000065),-71.07193463,42.2770647
2869,48077,"Oak, Northern Red",Quercus rubra,1,18-24in,19,,Boston,Jamaica Plain,Olmsted Park,-71.1123734,42.3278084,POINT (-71.112375049999969 42.327806840000051),-71.11237505,42.32780684
2870,47589,"Cherry, Black",Prunus serotina,1,12-18in,15,,Boston,Mattapan,Walsh Playground,-71.0713654,42.2769814,POINT (-71.071361929999966 42.276981797000076),-71.07136193,42.2769818
2871,48078,"Cherry, Black",Prunus serotina,2,12-18in,16,,Boston,Jamaica Plain,Olmsted Park,-71.1123734,42.327858,POINT (-71.112373059999982 42.327858480000032),-71.11237306,42.32785848
2872,47590,"Cherry, Black",Prunus serotina,1,3-6in,5,,Boston,Mattapan,Walsh Playground,-71.0713425,42.2770081,POINT (-71.071343819999981 42.277007633000039),-71.07134382,42.27700763
2873,48079,"Locust, Black",Robinia pseudoacacia,1,12-18in,15,,Boston,Jamaica Plain,Olmsted Park,-71.1123047,42.3278847,POINT (-71.112307489999978 42.327884460000064),-71.11230749,42.32788446
2874,48080,"Cherry, Black",Prunus serotina,1,6-12in,8,,Boston,Jamaica Plain,Olmsted Park,-71.1122818,42.3279724,POINT (-71.112282909999976 42.327971910000031),-71.11228291,42.32797191
2875,48081,"Cherry, Black",Prunus serotina,1,6-12in,8,,Boston,Jamaica Plain,Olmsted Park,-71.1122589,42.3279648,POINT (-71.112262339999972 42.327964590000079),-71.11226234,42.32796459
2876,48082,"Cherry, Black",Prunus serotina,3,12-18in,17,,Boston,Jamaica Plain,Olmsted Park,-71.1122437,42.3279953,POINT (-71.11224612999996 42.327993560000039),-71.11224613,42.32799356
2877,47591,"Cherry, Black",Prunus serotina,1,12-18in,17,,Boston,Mattapan,Walsh Playground,-71.0712967,42.2770004,POINT (-71.071298789999958 42.276998565000042),-71.07129879,42.27699857
2878,48083,"Oak, Northern Red",Quercus rubra,1,6-12in,11,,Boston,Jamaica Plain,Olmsted Park,-71.1122208,42.328125,POINT (-71.112221459999944 42.328123530000028),-71.11222146,42.32812353
2879,47592,"Pear, Callery",Pyrus calleryana,1,3-6in,3,,Boston,Mattapan,Walsh Playground,-71.0712814,42.2770004,POINT (-71.07128481999996 42.277001427000073),-71.07128482,42.27700143
2880,48084,"Cherry, Black",Prunus serotina,1,6-12in,6,,Boston,Jamaica Plain,Olmsted Park,-71.1122131,42.3281479,POINT (-71.112214849999987 42.328146230000073),-71.11221485,42.32814623
2881,47593,"Cherry, Black",Prunus serotina,1,3-6in,5,,Boston,Mattapan,Walsh Playground,-71.0712814,42.2769279,POINT (-71.071285109999963 42.27692679200004),-71.07128511,42.27692679
2882,48085,"Locust, Black",Robinia pseudoacacia,1,6-12in,7,,Boston,Jamaica Plain,Olmsted Park,-71.1121826,42.3282013,POINT (-71.112183329999937 42.32819961000007),-71.11218333,42.32819961
2883,47594,"Mulberry, White",Morus alba,1,12-18in,14,,Boston,Mattapan,Walsh Playground,-71.0712738,42.2768593,POINT (-71.07127461999994 42.276858849000064),-71.07127462,42.27685885
2884,48086,"Locust, Black",Robinia pseudoacacia,1,6-12in,7,,Boston,Jamaica Plain,Olmsted Park,-71.112175,42.3282204,POINT (-71.112175089999937 42.32821959000006),-71.11217509,42.32821959
2885,47595,"Maple, Norway",Acer platanoides,1,6-12in,11,,Boston,Mattapan,Walsh Playground,-71.0713425,42.2767982,POINT (-71.07134377999995 42.276798298000074),-71.07134378,42.2767983
2886,48087,"Oak, Northern Red",Quercus rubra,1,6-12in,10,,Boston,Jamaica Plain,Olmsted Park,-71.112114,42.3285179,POINT (-71.112114319999932 42.328518580000036),-71.11211432,42.32851858
2887,47596,"Mulberry, White",Morus alba,1,6-12in,9,,Boston,Mattapan,Walsh Playground,-71.071312,42.2768402,POINT (-71.071315639999966 42.276838690000034),-71.07131564,42.27683869
2888,48088,"Oak, Northern Red",Quercus rubra,2,24-30in,28,,Boston,Jamaica Plain,Olmsted Park,-71.1121597,42.3285828,POINT (-71.112162579999961 42.328583410000078),-71.11216258,42.32858341
2889,47597,"Hackberry, Northern",Celtis occidentalis,1,18-24in,21,,Boston,Mattapan,Walsh Playground,-71.071312,42.276844,POINT (-71.071309669999948 42.276844647000075),-71.07130967,42.27684465
2890,48089,"Maple, Sugar",Acer saccharum,1,>30in,31,,Boston,Jamaica Plain,Olmsted Park,-71.1121292,42.3287659,POINT (-71.112127829999963 42.328764220000039),-71.11212783,42.32876422
2891,47598,"Cherry, Black",Prunus serotina,1,6-12in,9,,Boston,Mattapan,Walsh Playground,-71.0713043,42.276783,POINT (-71.07130202999997 42.276784106000036),-71.07130203,42.27678411
2892,48090,"Oak, Northern Red",Quercus rubra,2,18-24in,19,,Boston,Jamaica Plain,Olmsted Park,-71.1121674,42.3287468,POINT (-71.112167919999933 42.328745710000078),-71.11216792,42.32874571
2893,47599,"Cherry, Black",Prunus serotina,1,6-12in,9,,Boston,Mattapan,Walsh Playground,-71.0719223,42.2770462,POINT (-71.071923899999945 42.277045846000078),-71.0719239,42.27704585
2894,48091,"Oak, Northern Red",Quercus rubra,1,12-18in,15,,Boston,Jamaica Plain,Olmsted Park,-71.1124268,42.329586,POINT (-71.112428299999976 42.329585860000066),-71.1124283,42.32958586
2895,47600,"Ash, White",Fraxinus americana,1,>30in,34,,Boston,Mattapan,Walsh Playground,-71.070549,42.2762947,POINT (-71.070551899999941 42.276293300000077),-71.0705519,42.2762933
2896,48092,serviceberry spp.,Amelanchier spp.,1,0-3in,1,,Boston,Jamaica Plain,Olmsted Park,-71.1122971,42.3290825,POINT (-71.112300799999957 42.329081820000056),-71.1123008,42.32908182
2897,47601,Yew,Taxus species,1,3-6in,3,,Boston,Mattapan,Walsh Playground,-71.0704727,42.2762604,POINT (-71.07047536999994 42.276258472000052),-71.07047537,42.27625847
2898,47602,"Hickory, Shagbark",Carya ovata,1,0-3in,2,Fall 2024,Boston,Allston-Brighton,Market Street Burying Ground,-71.1521683,42.350338,POINT (-71.152168671999959 42.350336300000038),-71.15216867,42.3503363
2899,47603,Serviceberry,Amelanchier species,1,0-3in,2,Fall 2024,Boston,Allston-Brighton,Market Street Burying Ground,-71.1523895,42.3505554,POINT (-71.152386451999973 42.350557090000052),-71.15238645,42.35055709
2900,48093,"Oak, Northern Red",Quercus rubra,1,6-12in,10,,Boston,Jamaica Plain,Olmsted Park,-71.1121902,42.3290596,POINT (-71.112190649999945 42.329057800000044),-71.11219065,42.3290578
2901,47605,Serviceberry,Amelanchier species,1,0-3in,2,Fall 2024,Boston,Jamaica Plain,Brewer/Burroughs Tot Lot,-71.1155319,42.3115387,POINT (-71.115529647999949 42.31153910300003),-71.11552965,42.3115391
2902,47606,Yellowwood,Cladrastis kentukea,1,0-3in,2,Fall 2024,Boston,Jamaica Plain,Brewer/Burroughs Tot Lot,-71.1155243,42.3115997,POINT (-71.115522942999974 42.311599104000038),-71.11552294,42.3115991
2903,48094,"Elm, American",Ulmus americana,2,12-18in,13,,Boston,Jamaica Plain,Olmsted Park,-71.1148987,42.3262138,POINT (-71.114896029999954 42.326214830000026),-71.11489603,42.32621483
2904,47607,Yellowwood,Cladrastis kentukea,1,0-3in,2,Fall 2024,Boston,Jamaica Plain,Brewer/Burroughs Tot Lot,-71.1155167,42.3116264,POINT (-71.11551355499995 42.31162538500007),-71.11551355,42.31162539
2905,48095,"Cherry, Black",Prunus serotina,1,6-12in,11,,Boston,Jamaica Plain,Olmsted Park,-71.1128845,42.3285828,POINT (-71.112881779999952 42.328583680000065),-71.11288178,42.32858368
2906,47608,"Catalpa, Northern",Catalpa speciosa,1,0-3in,2,Fall 2024,Boston,Roslindale,Mt. Hope Cemetery,-71.1016006,42.2835655,POINT (-71.101597130999949 42.283565192000026),-71.10159713,42.28356519
2907,48096,"Elm, American",Ulmus americana,3,>30in,31,,Boston,Jamaica Plain,Olmsted Park,-71.1149292,42.3261604,POINT (-71.114927099999989 42.326160190000053),-71.1149271,42.32616019
2908,47609,"Catalpa, Northern",Catalpa speciosa,1,0-3in,2,Fall 2024,Boston,Roslindale,Mt. Hope Cemetery,-71.1015167,42.2835083,POINT (-71.101515323999934 42.283509630000026),-71.10151532,42.28350963
2909,48097,"Maple, Norway",Acer platanoides,1,6-12in,7,,Boston,Jamaica Plain,Olmsted Park,-71.1149216,42.3262062,POINT (-71.114922219999983 42.326205170000037),-71.11492222,42.32620517
2910,47610,"Catalpa, Northern",Catalpa speciosa,1,0-3in,2,Fall 2024,Boston,Roslindale,Mt. Hope Cemetery,-71.1014404,42.2834587,POINT (-71.101438880999979 42.28345803600007),-71.10143888,42.28345804
2911,48098,"Elm, American",Ulmus americana,2,6-12in,10,,Boston,Jamaica Plain,Olmsted Park,-71.1148453,42.3262596,POINT (-71.114846819999968 42.326260140000045),-71.11484682,42.32626014
2912,47611,"Catalpa, Northern",Catalpa speciosa,1,0-3in,2,Fall 2024,Boston,Roslindale,Mt. Hope Cemetery,-71.1013641,42.2834091,POINT (-71.101365119999969 42.283407435000072),-71.10136512,42.28340744
2913,48099,"Maple, Norway",Acer platanoides,1,6-12in,9,,Boston,Jamaica Plain,Olmsted Park,-71.1148529,42.3263931,POINT (-71.114849669999955 42.326391750000028),-71.11484967,42.32639175
2914,47612,"Hazelnut, Turkish",Corylus colurna,1,0-3in,2,Fall 2024,Boston,Hyde Park,Fairview Cemetery,-71.1418991,42.2452164,POINT (-71.141898009999977 42.245215629000029),-71.14189801,42.24521563
2915,48100,"Oak, Northern Red",Quercus rubra,2,6-12in,11,,Boston,Jamaica Plain,Olmsted Park,-71.1148529,42.3263321,POINT (-71.114852169999949 42.326330190000078),-71.11485217,42.32633019
2916,47613,"Hazelnut, Turkish",Corylus colurna,1,0-3in,2,Fall 2024,Boston,Hyde Park,Fairview Cemetery,-71.1417389,42.245224,POINT (-71.141742441999952 42.245223571000054),-71.14174244,42.24522357
2917,48101,"Oak, Pin",Quercus palustris,1,>30in,39,,Boston,Jamaica Plain,Olmsted Park,-71.1143723,42.3269997,POINT (-71.114371979999987 42.326999880000074),-71.11437198,42.32699988
2918,47614,"Hazelnut, Turkish",Corylus colurna,1,0-3in,2,Fall 2024,Boston,Hyde Park,Fairview Cemetery,-71.1415939,42.2452202,POINT (-71.141594919999989 42.245219600000041),-71.14159492,42.2452196
2919,48102,"Maple, Sugar",Acer saccharum,1,24-30in,27,,Boston,Jamaica Plain,Olmsted Park,-71.1136017,42.325737,POINT (-71.113599229999977 42.325735870000074),-71.11359923,42.32573587
2920,47615,"Hazelnut, Turkish",Corylus colurna,1,0-3in,2,Fall 2024,Boston,Hyde Park,Fairview Cemetery,-71.141449,42.245224,POINT (-71.141450080999959 42.245223571000054),-71.14145008,42.24522357
2921,48103,"Sweetgum, Common",Liquidambar styraciflua,1,24-30in,25,,Boston,Jamaica Plain,Olmsted Park,-71.1136093,42.3257866,POINT (-71.113609649999944 42.325785310000072),-71.11360965,42.32578531
2922,47616,"Oak, Bur",Quercus macrocarpa,1,0-3in,2,Fall 2024,Boston,Hyde Park,Fairview Cemetery,-71.1413727,42.2464561,POINT (-71.141369614999974 42.246454551000056),-71.14136961,42.24645455
2923,48104,"Oak, Northern Red",Quercus rubra,1,18-24in,20,,Boston,Jamaica Plain,Olmsted Park,-71.1135941,42.3259659,POINT (-71.113597719999973 42.325967440000056),-71.11359772,42.32596744
2924,47617,"Oak, Bur",Quercus macrocarpa,1,0-3in,2,Fall 2024,Boston,Hyde Park,Fairview Cemetery,-71.1412964,42.2465973,POINT (-71.141297194999936 42.246595524000043),-71.14129719,42.24659552
2925,48105,"Oak, Northern Red",Quercus rubra,1,24-30in,26,,Boston,Jamaica Plain,Olmsted Park,-71.1135941,42.325943,POINT (-71.113591419999977 42.325942230000067),-71.11359142,42.32594223
2926,47618,"Oak, Bur",Quercus macrocarpa,1,0-3in,2,Fall 2024,Boston,Hyde Park,Fairview Cemetery,-71.1415863,42.2466621,POINT (-71.141586873999984 42.246661046000042),-71.14158687,42.24666105
2927,48106,"Oak, Northern Red",Quercus rubra,1,18-24in,20,,Boston,Jamaica Plain,Olmsted Park,-71.1140442,42.3274269,POINT (-71.114046469999948 42.327427240000077),-71.11404647,42.32742724
2928,47619,"Oak, Bur",Quercus macrocarpa,1,0-3in,2,Fall 2024,Boston,Hyde Park,Fairview Cemetery,-71.1415405,42.2464104,POINT (-71.141541275999941 42.246410869000044),-71.14154128,42.24641087
2929,48107,"Oak, Northern Red",Quercus rubra,1,12-18in,16,,Boston,Jamaica Plain,Olmsted Park,-71.1136398,42.3260689,POINT (-71.113641779999966 42.326068310000039),-71.11364178,42.32606831
2930,47620,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,0-3in,2,Fall 2024,Boston,Roslindale,Mt. Hope Cemetery,-71.1105423,42.2807808,POINT (-71.110546087999978 42.280779418000066),-71.11054609,42.28077942
2931,48108,"Oak, Northern Red",Quercus rubra,1,18-24in,18,,Boston,Jamaica Plain,Olmsted Park,-71.1131744,42.3282967,POINT (-71.113174239999978 42.328294830000061),-71.11317424,42.32829483
2932,47621,Ginkgo,Ginkgo biloba,1,0-3in,2,Fall 2024,Boston,Roslindale,Mt. Hope Cemetery,-71.1105957,42.2808418,POINT (-71.110595708999938 42.280840936000061),-71.11059571,42.28084094
2933,48109,"Ash, White",Fraxinus americana,2,6-12in,9,,Boston,Jamaica Plain,Olmsted Park,-71.1133194,42.3304596,POINT (-71.113318429999936 42.330460970000047),-71.11331843,42.33046097
2934,47622,Ginkgo,Ginkgo biloba,1,0-3in,2,Fall 2024,Boston,Roslindale,Mt. Hope Cemetery,-71.1106644,42.2809448,POINT (-71.110668127999986 42.280944128000044),-71.11066813,42.28094413
2935,47623,"Oak, White",Quercus alba,1,0-3in,2,Fall 2024,Boston,Roslindale,Mt. Hope Cemetery,-71.110733,42.2796021,POINT (-71.110730720999982 42.279600966000032),-71.11073072,42.27960097
2936,48110,"Oak, Northern Red",Quercus rubra,1,24-30in,25,,Boston,Jamaica Plain,Olmsted Park,-71.1128693,42.3300591,POINT (-71.112871789999986 42.330057410000052),-71.11287179,42.33005741
2937,47624,"Basswood, American",Tilia americana,1,0-3in,2,Fall 2024,Boston,Roslindale,Mt. Hope Cemetery,-71.1108093,42.2795258,POINT (-71.110811186999968 42.279525555000077),-71.11081119,42.27952556
2938,48111,"Elm, American",Ulmus americana,1,6-12in,8,,Boston,Jamaica Plain,Olmsted Park,-71.1129837,42.3301277,POINT (-71.112986489999969 42.330126250000035),-71.11298649,42.33012625
2939,47625,"Oak, Swamp White",Quercus bicolor,1,0-3in,2,Fall 2024,Boston,Roslindale,Mt. Hope Cemetery,-71.1107559,42.2797127,POINT (-71.110754859999986 42.279712097000072),-71.11075486,42.2797121
2940,48112,"Ash, White",Fraxinus americana,1,6-12in,8,,Boston,Jamaica Plain,Olmsted Park,-71.1129684,42.3301392,POINT (-71.112966699999959 42.330138770000076),-71.1129667,42.33013877
2941,47626,"Sweetgum, Common",Liquidambar styraciflua,1,0-3in,2,Fall 2024,Boston,Roslindale,Mt. Hope Cemetery,-71.1107712,42.2797966,POINT (-71.110773635999976 42.279797430000031),-71.11077364,42.27979743
2942,48113,"Elm, American",Ulmus americana,3,12-18in,16,,Boston,Jamaica Plain,Olmsted Park,-71.1129837,42.3301086,POINT (-71.112987309999937 42.330109420000042),-71.11298731,42.33010942
2943,47627,"Oak, Swamp White",Quercus bicolor,1,0-3in,2,Fall 2024,Boston,Roslindale,Mt. Hope Cemetery,-71.1107941,42.2798691,POINT (-71.110795093999968 42.279868871000076),-71.11079509,42.27986887
2944,48114,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,7,,Boston,Jamaica Plain,Olmsted Park,-71.1129684,42.330204,POINT (-71.112971259999938 42.33020571000003),-71.11297126,42.33020571
2945,48115,Crabapple spp.,Malus spp.,1,6-12in,6,,Boston,Jamaica Plain,Olmsted Park,-71.1130371,42.3302612,POINT (-71.113040099999978 42.330260830000043),-71.1130401,42.33026083
2946,48116,Crabapple spp.,Malus spp.,1,6-12in,6,,Boston,Jamaica Plain,Olmsted Park,-71.11306,42.3302765,POINT (-71.113059559999954 42.330275180000058),-71.11305956,42.33027518
2947,47628,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,0-3in,2,Fall 2024,Boston,Roslindale,Mt. Hope Cemetery,-71.1108322,42.2799606,POINT (-71.110835326999961 42.279960157000062),-71.11083533,42.27996016
2948,48117,"Elm, American",Ulmus americana,1,6-12in,9,,Boston,Jamaica Plain,Olmsted Park,-71.1130905,42.3303146,POINT (-71.113092389999963 42.330315130000031),-71.11309239,42.33031513
2949,47629,"Oak, Northern Red",Quercus rubra,1,0-3in,2,Fall 2024,Boston,Roslindale,Mt. Hope Cemetery,-71.1108932,42.280098,POINT (-71.110897016999957 42.280099070000063),-71.11089702,42.28009907
2950,48118,"Buckthorn, Glossy",Rhamnus frangula,5,12-18in,17,,Boston,Jamaica Plain,Olmsted Park,-71.1130829,42.3302727,POINT (-71.113084709999953 42.330273870000042),-71.11308471,42.33027387
2951,47630,"Planetree, London",Platanus x acerifolia,1,0-3in,2,Fall 2024,Boston,Roslindale,Mt. Hope Cemetery,-71.1109238,42.2801857,POINT (-71.11092115699995 42.280186387000072),-71.11092116,42.28018639
2952,48119,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,9,,Boston,Jamaica Plain,Olmsted Park,-71.1130905,42.3302727,POINT (-71.113092919999985 42.330271720000042),-71.11309292,42.33027172
2953,47631,"Basswood, American",Tilia americana,1,0-3in,2,Fall 2024,Boston,Roslindale,Mt. Hope Cemetery,-71.1109543,42.2802734,POINT (-71.110950661999937 42.280271719000041),-71.11095066,42.28027172
2954,48120,"Oak, Swamp White",Quercus bicolor,1,18-24in,22,,Boston,Jamaica Plain,Olmsted Park,-71.1127853,42.3298454,POINT (-71.112788829999943 42.329845110000065),-71.11278883,42.32984511
2955,47632,"Pear, Callery",Pyrus calleryana,1,18-24in,19,--,Boston,Central Boston,James Michael Curley Park,-71.0569839,42.3606186,POINT (-71.056982257999948 42.360618712000075),-71.05698226,42.36061871
2956,48121,"Oak, Northern Red",Quercus rubra,1,6-12in,7,,Boston,Jamaica Plain,Olmsted Park,-71.1128693,42.3298569,POINT (-71.112868939999942 42.329855720000069),-71.11286894,42.32985572
2957,47633,"Pear, Callery",Pyrus calleryana,1,18-24in,18,--,Boston,Central Boston,James Michael Curley Park,-71.0569839,42.3605728,POINT (-71.056984940999939 42.360574614000029),-71.05698494,42.36057461
2958,48122,"Ash, Green",Fraxinus pennsylvanica,2,12-18in,12,,Boston,Jamaica Plain,Olmsted Park,-71.112854,42.3298302,POINT (-71.112850979999962 42.329829600000039),-71.11285098,42.3298296
2959,47634,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,0-3in,2,Fall 2024,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0773163,42.3293877,POINT (-71.077318511999977 42.329389433000074),-71.07731851,42.32938943
2960,48123,"Pear, Callery",Pyrus calleryana,1,6-12in,8,,Boston,Jamaica Plain,Olmsted Park,-71.1126938,42.3298111,POINT (-71.112697589999982 42.329810680000037),-71.11269759,42.32981068
2961,47635,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,0-3in,2,Fall 2024,Boston,Allston-Brighton,Portsmouth Street Playground,-71.1446686,42.3590469,POINT (-71.144667242999958 42.359046081000031),-71.14466724,42.35904608
2962,48124,"Oak, Pin",Quercus palustris,1,>30in,31,,Boston,Jamaica Plain,Olmsted Park,-71.1127243,42.3296509,POINT (-71.112722419999955 42.329649180000047),-71.11272242,42.32964918
2963,47636,"Hophornbeam, Eastern",Ostrya virginiana,1,0-3in,2,Fall 2024,Boston,Allston-Brighton,Portsmouth Street Playground,-71.1448059,42.358963,POINT (-71.144805375999965 42.358963828000071),-71.14480538,42.35896383
2964,48125,"Oak, Pin",Quercus palustris,1,>30in,31,,Boston,Jamaica Plain,Olmsted Park,-71.1127396,42.3296432,POINT (-71.112737699999968 42.329644170000051),-71.1127377,42.32964417
2965,47637,"Hophornbeam, Eastern",Ostrya virginiana,1,0-3in,2,Fall 2024,Boston,Allston-Brighton,Portsmouth Street Playground,-71.144722,42.3589592,POINT (-71.144722227999978 42.358958873000063),-71.14472223,42.35895887
2966,48126,"Oak, Pin",Quercus palustris,1,12-18in,13,,Boston,Jamaica Plain,Olmsted Park,-71.1126404,42.3292236,POINT (-71.112638239999967 42.329225270000052),-71.11263824,42.32922527
2967,48127,"Oak, Pin",Quercus palustris,1,>30in,32,,Boston,Jamaica Plain,Olmsted Park,-71.1126633,42.3295975,POINT (-71.112662629999988 42.329599140000028),-71.11266263,42.32959914
2968,47638,"Hophornbeam, Eastern",Ostrya virginiana,1,0-3in,2,Fall 2024,Boston,Allston-Brighton,Portsmouth Street Playground,-71.1446533,42.3589516,POINT (-71.14464980799994 42.358951936000039),-71.14464981,42.35895194
2969,48128,"Oak, Northern Red",Quercus rubra,1,>30in,36,,Boston,Jamaica Plain,Olmsted Park,-71.1159134,42.32621,POINT (-71.115911199999971 42.326208560000055),-71.1159112,42.32620856
2970,47639,Katsura Tree,Cercidiphyllum japonicum,1,0-3in,2,Fall 2024,Boston,Allston-Brighton,Smith Playground,-71.1308517,42.3647575,POINT (-71.130848507999985 42.364756424000063),-71.13084851,42.36475642
2971,48129,"Maple, Norway",Acer platanoides,1,6-12in,6,,Boston,Jamaica Plain,Olmsted Park,-71.115387,42.3267059,POINT (-71.115388059999987 42.326705980000042),-71.11538806,42.32670598
2972,47640,Katsura Tree,Cercidiphyllum japonicum,1,0-3in,2,Fall 2024,Boston,Allston-Brighton,Smith Playground,-71.1307602,42.3647346,POINT (-71.130761335999978 42.36473462400005),-71.13076134,42.36473462
2973,47641,Katsura Tree,Cercidiphyllum japonicum,1,0-3in,2,Fall 2024,Boston,Allston-Brighton,Smith Playground,-71.1307907,42.3647957,POINT (-71.130793521999976 42.36479606000006),-71.13079352,42.36479606
2974,47642,Ginkgo,Ginkgo biloba,1,0-3in,2,Fall 2024,Boston,Allston-Brighton,Smith Playground,-71.1297302,42.3661728,POINT (-71.129730673999973 42.366171235000024),-71.12973067,42.36617124
2975,48130,"Oak, Northern Red",Quercus rubra,1,6-12in,9,,Boston,Jamaica Plain,Olmsted Park,-71.114418,42.3274384,POINT (-71.114416549999987 42.327436470000066),-71.11441655,42.32743647
2976,47643,Ginkgo,Ginkgo biloba,1,0-3in,2,Fall 2024,Boston,Allston-Brighton,Smith Playground,-71.1298752,42.3662186,POINT (-71.129872830999943 42.36621681500003),-71.12987283,42.36621682
2977,48131,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,10,,Boston,Jamaica Plain,Olmsted Park,-71.1144562,42.327446,POINT (-71.114458809999974 42.327446380000026),-71.11445881,42.32744638
2978,47644,"Pear, Callery",Pyrus calleryana,1,18-24in,19,--,Boston,Central Boston,James Michael Curley Park,-71.057045,42.360466,POINT (-71.057047488999956 42.360465527000031),-71.05704749,42.36046553
2979,47645,"Pear, Callery",Pyrus calleryana,1,18-24in,18,--,Boston,Central Boston,James Michael Curley Park,-71.0570755,42.3604927,POINT (-71.05707565199998 42.360493275000067),-71.05707565,42.36049328
2980,47646,"Pear, Callery",Pyrus calleryana,1,12-18in,15,--,Boston,Central Boston,James Michael Curley Park,-71.0570908,42.3605385,POINT (-71.057088392999958 42.360538364000035),-71.05708839,42.36053836
2981,47647,"Pear, Callery",Pyrus calleryana,1,18-24in,18,--,Boston,Central Boston,James Michael Curley Park,-71.0570984,42.3605881,POINT (-71.057101132999946 42.360586426000054),-71.05710113,42.36058643
2982,47648,Rutdan Dogwood,Cornus x rutgersensis,1,0-3in,2,Fall 2024,Boston,East Boston,Brophy Park,-71.0335999,42.3657913,POINT (-71.033599559999971 42.365792576000047),-71.03359956,42.36579258
2983,47649,Rutdan Dogwood,Cornus x rutgersensis,1,0-3in,2,Fall 2024,Boston,East Boston,Brophy Park,-71.0334396,42.3657303,POINT (-71.033435944999951 42.365731141000026),-71.03343594,42.36573114
2984,47650,"Cherry, Kwanzan",Prunus serrulata 'Kwanzan',1,0-3in,2,Fall 2024,Boston,East Boston,Brophy Park,-71.033699,42.3656006,POINT (-71.033702824999978 42.36559935400004),-71.03370282,42.36559935
2985,48132,"Oak, Northern Red",Quercus rubra,1,3-6in,5,,Boston,Jamaica Plain,Olmsted Park,-71.1143036,42.327446,POINT (-71.114302859999952 42.327447750000033),-71.11430286,42.32744775
2986,47651,"Cherry, Kwanzan",Prunus serrulata 'Kwanzan',1,0-3in,2,Fall 2024,Boston,East Boston,Brophy Park,-71.0339127,42.36549,POINT (-71.033913377999966 42.36548936500003),-71.03391338,42.36548937
2987,47652,"Redbud, Eastern",Cercis canadensis,1,0-3in,2,Fall 2024,Boston,East Boston,Brophy Park,-71.0336456,42.3653641,POINT (-71.033649180999987 42.365365503000078),-71.03364918,42.3653655
2988,48133,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,8,,Boston,Jamaica Plain,Olmsted Park,-71.1143951,42.3274612,POINT (-71.114393179999979 42.327461700000072),-71.11439318,42.3274617
2989,47653,"Pine, Japanese Umbrella",Sciadopitys verticillata,1,0-3in,2,Fall 2024,Boston,East Boston,Brophy Park,-71.0337448,42.3654747,POINT (-71.033745739999972 42.36547549200003),-71.03374574,42.36547549
2990,48134,"Oak, Northern Red",Quercus rubra,2,6-12in,9,,Boston,Jamaica Plain,Olmsted Park,-71.1143341,42.3274498,POINT (-71.114335819999951 42.327448670000081),-71.11433582,42.32744867
2991,47654,Rutdan Dogwood,Cornus x rutgersensis,1,0-3in,2,Fall 2024,Boston,East Boston,East Boston Memorial Park,-71.0335617,42.3721046,POINT (-71.033565139999951 42.37210390000007),-71.03356514,42.3721039
2992,48135,"Oak, Northern Red",Quercus rubra,1,6-12in,7,,Boston,Jamaica Plain,Olmsted Park,-71.1143188,42.3274803,POINT (-71.114315959999942 42.327481390000059),-71.11431596,42.32748139
2993,47655,Rutdan Dogwood,Cornus x rutgersensis,1,0-3in,2,Fall 2024,Boston,East Boston,East Boston Memorial Park,-71.0334396,42.3721313,POINT (-71.033440417999941 42.372129660000041),-71.03344042,42.37212966
2994,48136,"Oak, Northern Red",Quercus rubra,1,18-24in,23,,Boston,Jamaica Plain,Olmsted Park,-71.114212,42.3275909,POINT (-71.114212919999943 42.327592570000036),-71.11421292,42.32759257
2995,47656,"Cherry, Kwanzan",Prunus serrulata 'Kwanzan',1,0-3in,2,Fall 2024,Boston,East Boston,East Boston Memorial Park,-71.0335007,42.3721199,POINT (-71.033503448999966 42.372120743000039),-71.03350345,42.37212074
2996,48137,"Locust, Black",Robinia pseudoacacia,1,3-6in,5,,Boston,Jamaica Plain,Olmsted Park,-71.1139908,42.3280296,POINT (-71.11399001999996 42.32802834000006),-71.11399002,42.32802834
